-4.00000000e+01  4.80742835e-01 -4.00000000e+01  8.37789571e-01 -4.00000000e+01 -6.82799867e-01 -4.00000000e+01 -1.20553261e+00 
-3.90000000e+01  4.80427991e-01 -3.90000000e+01  8.38041829e-01 -3.90000000e+01 -6.82992037e-01 -3.90000000e+01 -1.20561308e+00 
-3.80000000e+01  4.80113102e-01 -3.80000000e+01  8.38291689e-01 -3.80000000e+01 -6.83183205e-01 -3.80000000e+01 -1.20569212e+00 
-3.70000000e+01  4.79798532e-01 -3.70000000e+01  8.38539303e-01 -3.70000000e+01 -6.83373262e-01 -3.70000000e+01 -1.20576972e+00 
-3.60000000e+01  4.79484277e-01 -3.60000000e+01  8.38784670e-01 -3.60000000e+01 -6.83562055e-01 -3.60000000e+01 -1.20584588e+00 
-3.50000000e+01  4.79170329e-01 -3.50000000e+01  8.39027792e-01 -3.50000000e+01 -6.83749442e-01 -3.50000000e+01 -1.20592058e+00 
-3.40000000e+01  4.78856684e-01 -3.40000000e+01  8.39268668e-01 -3.40000000e+01 -6.83935295e-01 -3.40000000e+01 -1.20599382e+00 
-3.30000000e+01  4.78543335e-01 -3.30000000e+01  8.39507301e-01 -3.30000000e+01 -6.84119496e-01 -3.30000000e+01 -1.20606558e+00 
-3.20000000e+01  4.78230277e-01 -3.20000000e+01  8.39743690e-01 -3.20000000e+01 -6.84301936e-01 -3.20000000e+01 -1.20613587e+00 
-3.10000000e+01  4.77917504e-01 -3.10000000e+01  8.39977836e-01 -3.10000000e+01 -6.84482519e-01 -3.10000000e+01 -1.20620466e+00 
-3.00000000e+01  4.77605010e-01 -3.00000000e+01  8.40209741e-01 -3.00000000e+01 -6.84661154e-01 -3.00000000e+01 -1.20627195e+00 
-2.90000000e+01  4.77292790e-01 -2.90000000e+01  8.40439405e-01 -2.90000000e+01 -6.84837759e-01 -2.90000000e+01 -1.20633774e+00 
-2.80000000e+01  4.76980837e-01 -2.80000000e+01  8.40666830e-01 -2.80000000e+01 -6.85012261e-01 -2.80000000e+01 -1.20640201e+00 
-2.70000000e+01  4.76669148e-01 -2.70000000e+01  8.40892016e-01 -2.70000000e+01 -6.85184591e-01 -2.70000000e+01 -1.20646476e+00 
-2.60000000e+01  4.76357715e-01 -2.60000000e+01  8.41114964e-01 -2.60000000e+01 -6.85354687e-01 -2.60000000e+01 -1.20652598e+00 
-2.50000000e+01  4.76046534e-01 -2.50000000e+01  8.41335675e-01 -2.50000000e+01 -6.85522494e-01 -2.50000000e+01 -1.20658566e+00 
-2.40000000e+01  4.75735598e-01 -2.40000000e+01  8.41554152e-01 -2.40000000e+01 -6.85687960e-01 -2.40000000e+01 -1.20664380e+00 
-2.30000000e+01  4.75424904e-01 -2.30000000e+01  8.41770394e-01 -2.30000000e+01 -6.85851040e-01 -2.30000000e+01 -1.20670038e+00 
-2.20000000e+01  4.75114444e-01 -2.20000000e+01  8.41984402e-01 -2.20000000e+01 -6.86011691e-01 -2.20000000e+01 -1.20675540e+00 
-2.10000000e+01  4.74804214e-01 -2.10000000e+01  8.42196179e-01 -2.10000000e+01 -6.86169876e-01 -2.10000000e+01 -1.20680885e+00 
-2.00000000e+01  4.74494208e-01 -2.00000000e+01  8.42405726e-01 -2.00000000e+01 -6.86325561e-01 -2.00000000e+01 -1.20686073e+00 
-1.90000000e+01  4.74184421e-01 -1.90000000e+01  8.42613043e-01 -1.90000000e+01 -6.86478715e-01 -1.90000000e+01 -1.20691102e+00 
-1.80000000e+01  4.73874849e-01 -1.80000000e+01  8.42818132e-01 -1.80000000e+01 -6.86629311e-01 -1.80000000e+01 -1.20695973e+00 
-1.70000000e+01  4.73565484e-01 -1.70000000e+01  8.43020994e-01 -1.70000000e+01 -6.86777323e-01 -1.70000000e+01 -1.20700684e+00 
-1.60000000e+01  4.73256323e-01 -1.60000000e+01  8.43221631e-01 -1.60000000e+01 -6.86922730e-01 -1.60000000e+01 -1.20705235e+00 
-1.50000000e+01  4.72947360e-01 -1.50000000e+01  8.43420044e-01 -1.50000000e+01 -6.87065511e-01 -1.50000000e+01 -1.20709626e+00 
-1.40000000e+01  4.72638590e-01 -1.40000000e+01  8.43616234e-01 -1.40000000e+01 -6.87205650e-01 -1.40000000e+01 -1.20713855e+00 
-1.30000000e+01  4.72330007e-01 -1.30000000e+01  8.43810203e-01 -1.30000000e+01 -6.87343131e-01 -1.30000000e+01 -1.20717921e+00 
-1.20000000e+01  4.72021607e-01 -1.20000000e+01  8.44001952e-01 -1.20000000e+01 -6.87477940e-01 -1.20000000e+01 -1.20721826e+00 
-1.10000000e+01  4.71713385e-01 -1.10000000e+01  8.44191483e-01 -1.10000000e+01 -6.87610064e-01 -1.10000000e+01 -1.20725567e+00 
-1.00000000e+01  4.71405335e-01 -1.00000000e+01  8.44378797e-01 -1.00000000e+01 -6.87739495e-01 -1.00000000e+01 -1.20729144e+00 
-9.00000000e+00  4.71097452e-01 -9.00000000e+00  8.44563895e-01 -9.00000000e+00 -6.87866223e-01 -9.00000000e+00 -1.20732557e+00 
-8.00000000e+00  4.70789732e-01 -8.00000000e+00  8.44746780e-01 -8.00000000e+00 -6.87990239e-01 -8.00000000e+00 -1.20735804e+00 
-7.00000000e+00  4.70482168e-01 -7.00000000e+00  8.44927452e-01 -7.00000000e+00 -6.88111539e-01 -7.00000000e+00 -1.20738887e+00 
-6.00000000e+00  4.70174757e-01 -6.00000000e+00  8.45105914e-01 -6.00000000e+00 -6.88230116e-01 -6.00000000e+00 -1.20741803e+00 
-5.00000000e+00  4.69867494e-01 -5.00000000e+00  8.45282166e-01 -5.00000000e+00 -6.88345967e-01 -5.00000000e+00 -1.20744552e+00 
-4.00000000e+00  4.69560373e-01 -4.00000000e+00  8.45456210e-01 -4.00000000e+00 -6.88459087e-01 -4.00000000e+00 -1.20747135e+00 
-3.00000000e+00  4.69253389e-01 -3.00000000e+00  8.45628049e-01 -3.00000000e+00 -6.88569475e-01 -3.00000000e+00 -1.20749550e+00 
-2.00000000e+00  4.68946537e-01 -2.00000000e+00  8.45797683e-01 -2.00000000e+00 -6.88677129e-01 -2.00000000e+00 -1.20751796e+00 
-1.00000000e+00  4.68639814e-01 -1.00000000e+00  8.45965113e-01 -1.00000000e+00 -6.88782047e-01 -1.00000000e+00 -1.20753875e+00 
 0.00000000e+00  4.68333213e-01  0.00000000e+00  8.46130343e-01  0.00000000e+00 -6.88884230e-01  0.00000000e+00 -1.20755783e+00 
 1.00000000e+00  4.68026729e-01  1.00000000e+00  8.46293373e-01  1.00000000e+00 -6.88983678e-01  1.00000000e+00 -1.20757523e+00 
 2.00000000e+00  4.67720359e-01  2.00000000e+00  8.46454204e-01  2.00000000e+00 -6.89080392e-01  2.00000000e+00 -1.20759092e+00 
 3.00000000e+00  4.67414098e-01  3.00000000e+00  8.46612840e-01  3.00000000e+00 -6.89174373e-01  3.00000000e+00 -1.20760491e+00 
 4.00000000e+00  4.67107939e-01  4.00000000e+00  8.46769280e-01  4.00000000e+00 -6.89265623e-01  4.00000000e+00 -1.20761718e+00 
 5.00000000e+00  4.66801880e-01  5.00000000e+00  8.46923527e-01  5.00000000e+00 -6.89354144e-01  5.00000000e+00 -1.20762775e+00 
 6.00000000e+00  4.66495914e-01  6.00000000e+00  8.47075583e-01  6.00000000e+00 -6.89439939e-01  6.00000000e+00 -1.20763659e+00 
 7.00000000e+00  4.66190038e-01  7.00000000e+00  8.47225449e-01  7.00000000e+00 -6.89523011e-01  7.00000000e+00 -1.20764371e+00 
 8.00000000e+00  4.65884246e-01  8.00000000e+00  8.47373127e-01  8.00000000e+00 -6.89603363e-01  8.00000000e+00 -1.20764910e+00 
 9.00000000e+00  4.65578534e-01  9.00000000e+00  8.47518618e-01  9.00000000e+00 -6.89680999e-01  9.00000000e+00 -1.20765276e+00 
 1.00000000e+01  4.65272897e-01  1.00000000e+01  8.47661925e-01  1.00000000e+01 -6.89755923e-01  1.00000000e+01 -1.20765469e+00 
 1.10000000e+01  4.64967331e-01  1.10000000e+01  8.47803048e-01  1.10000000e+01 -6.89828139e-01  1.10000000e+01 -1.20765488e+00 
 1.20000000e+01  4.64661830e-01  1.20000000e+01  8.47941990e-01  1.20000000e+01 -6.89897651e-01  1.20000000e+01 -1.20765332e+00 
 1.30000000e+01  4.64356391e-01  1.30000000e+01  8.48078753e-01  1.30000000e+01 -6.89964464e-01  1.30000000e+01 -1.20765001e+00 
 1.40000000e+01  4.64051008e-01  1.40000000e+01  8.48213337e-01  1.40000000e+01 -6.90028583e-01  1.40000000e+01 -1.20764496e+00 
 1.50000000e+01  4.63745677e-01  1.50000000e+01  8.48345745e-01  1.50000000e+01 -6.90090012e-01  1.50000000e+01 -1.20763815e+00 
 1.60000000e+01  4.63440394e-01  1.60000000e+01  8.48475978e-01  1.60000000e+01 -6.90148757e-01  1.60000000e+01 -1.20762958e+00 
 1.70000000e+01  4.63135154e-01  1.70000000e+01  8.48604039e-01  1.70000000e+01 -6.90204823e-01  1.70000000e+01 -1.20761924e+00 
 1.80000000e+01  4.62829953e-01  1.80000000e+01  8.48729928e-01  1.80000000e+01 -6.90258215e-01  1.80000000e+01 -1.20760715e+00 
 1.90000000e+01  4.62524785e-01  1.90000000e+01  8.48853648e-01  1.90000000e+01 -6.90308939e-01  1.90000000e+01 -1.20759328e+00 
 2.00000000e+01  4.62219647e-01  2.00000000e+01  8.48975201e-01  2.00000000e+01 -6.90357000e-01  2.00000000e+01 -1.20757764e+00 
 2.10000000e+01  4.61914533e-01  2.10000000e+01  8.49094587e-01  2.10000000e+01 -6.90402404e-01  2.10000000e+01 -1.20756022e+00 
 2.20000000e+01  4.61609441e-01  2.20000000e+01  8.49211808e-01  2.20000000e+01 -6.90445157e-01  2.20000000e+01 -1.20754103e+00 
 2.30000000e+01  4.61304364e-01  2.30000000e+01  8.49326868e-01  2.30000000e+01 -6.90485264e-01  2.30000000e+01 -1.20752005e+00 
